연번,요일구분,호선,역번호,출발역,상하구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-00시,00시-01시
149,평일,3,331,남부터미널,상선,8.9,23.2,45.1,45.9,31.9,37.2,40.75,38.45,33.9,47.7,42.8,67.4,81.9,60.4,34.15,28.15,33.35,21.35,8.65,2.3
150,평일,3,332,양재,상선,9.65,23.9,46.6,47.5,30.25,32.8,36.1,31.6,29.3,40.55,36.2,53.85,62.75,49.25,26.9,22.75,26.1,15.85,6.7,1.2
151,평일,3,333,매봉,상선,10.35,24.3,49.75,52.45,29.5,28.55,30.65,26.4,23,30.2,26.65,37.5,37.5,28.85,15.35,12.95,17.5,10.75,4.75,1.1
152,평일,3,334,도곡,상선,10.4,23,51.4,52.65,28.45,27.4,29.1,25.1,21.15,27.35,24.3,33.8,31.2,24.7,13.45,11.25,17.3,9.75,4.65,1.2
153,평일,3,335,대치,상선,8.7,21.85,47.05,45.15,24.75,23.65,24.8,21.75,18.05,22.75,20.65,28.5,26.45,19.55,10.95,9.2,14.45,7.15,3.95,1.1
154,평일,3,336,학여울,상선,7.45,18.65,42.95,41.45,23.05,21.6,22.55,19.35,17.3,22.1,20.35,27.75,24.6,18.15,9.15,7.85,8.25,5.45,3.6,1.2
155,평일,3,337,대청,상선,7.6,20.4,43.55,39.1,22.5,21.25,22.6,19.15,16.6,21.4,19.7,27.1,24.25,16.5,9,7.75,8.25,5.45,3.65,1.2
156,평일,3,338,일원,상선,6.5,18.2,38.95,36.5,19,19.15,20.4,17.5,15.05,18.7,17.15,24.45,20.5,14.65,8.05,7.25,7.75,5.25,3.8,1.4
157,평일,3,339,수서,상선,6.25,18.95,37.4,33.4,17.1,16.2,17.65,14.3,13.05,15,12.85,17.6,18.15,13.15,7.5,6.85,7.25,5.1,3.35,1.5
158,평일,3,340,가락시장,상선,17.1,27.6,45.6,34.95,16.65,13.95,16.4,12.9,12.35,13.65,14.3,18.25,22.25,12.85,7.25,6.75,7.15,4.65,2.85,1.4
159,평일,3,341,경찰병원,상선,11.35,18.15,31.7,21.2,10.65,8.95,10.5,8.25,7.8,8.25,9.6,11.05,12.8,6.95,3.9,3.6,3.9,2.5,1.35,0
160,평일,3,342,오금,상선,9.2,14.1,26.35,18.2,8.65,6.85,8.25,6.6,5.95,6.05,7.1,8.35,8.85,5.3,2.9,2.85,3,1.85,1.1,0
161,평일,3,309,지축,하선,37.15,71,100.45,74.8,43.05,38.65,31.95,28.65,25.85,23.75,23.3,28.1,28.55,22.35,12.05,11.3,8.55,11.85,4.3,3.5
162,평일,3,310,구파발,하선,22.05,49.75,74.1,49.15,40.45,34.25,27.2,30.35,23.6,20.6,27.4,21.25,21.85,14.2,9.3,8.45,9.8,11.05,3.15,3.6
163,평일,3,311,연신내,하선,28.95,52,83.45,59.35,41.7,38.95,29.7,33.2,25.1,20.4,29.25,19.65,18.45,14,8.1,7.95,8.95,10.2,3.05,3
164,평일,3,312,불광,하선,35.05,57.75,101.9,70.8,48.6,43.9,33.5,38.15,29.75,23.4,33.75,23.25,22.1,16.2,9.65,9.25,10.1,11.25,4.1,2.9
165,평일,3,313,녹번,하선,40.15,66.4,115.05,81,56.2,46.75,37.05,41,31.45,24.2,34.5,23.75,23.5,16.5,9.7,9.1,9.25,10.5,4.2,2.5
166,평일,3,314,홍제,하선,43.55,68.7,124.5,87.65,62,49.9,38.1,46.05,35.1,25.55,36.8,26.55,25.3,17.15,9.9,9.4,9.55,10.5,4,2.2
167,평일,3,315,무악재,하선,44.65,70.35,124.9,94.55,64.75,51,39.25,46.05,35.8,26,37.2,27.45,25.3,17.4,9.8,9.6,9.8,10.45,3.9,2.2
168,평일,3,316,독립문,하선,38.4,70.05,123.75,95.75,65.15,52.8,39.15,46.3,37.35,27.1,38.3,28.5,26.45,17.5,10.9,9.75,10,10.45,3.9,2
169,평일,3,317,경복궁,하선,37.3,66.65,117.7,92.8,65.5,55.4,43.3,51.8,45.25,36.65,51.5,41.7,41.7,25.2,16.95,19.15,18.05,14.95,4.75,2.1
170,평일,3,318,안국,하선,36.6,61,108.45,85.7,63.3,55.05,46.25,55.1,54.9,45,69.35,57.55,61.25,36.35,24.35,26.7,24.75,17.55,6.4,1.9
171,평일,3,319,종로3가,하선,29.8,48.75,83.25,71.9,51,43.85,37.45,45.1,47.25,39.75,59.15,50.7,54.6,34.9,21.75,23.65,22.9,16.05,6.85,2.4
172,평일,3,320,을지로3가,하선,25.7,37.95,63.2,59.1,45.2,39.95,34.6,42.55,45.5,38.55,57.65,50.7,59.55,38.95,23.2,25.55,26.8,18.1,8.35,2.9
173,평일,3,321,충무로,하선,28.3,43.5,68.25,66.1,52.15,43.4,36.55,46.05,50.85,41.3,61.55,54.95,62.45,43.25,24.8,25.65,28.7,19.4,9.1,2.9
174,평일,3,322,동대입구,하선,27.35,41.25,65.15,60.55,46.3,40.05,33.1,41.4,50.65,41.9,62,57.2,63.1,44.45,25.9,27.45,31.45,20.05,10.7,2.7
175,평일,3,323,약수,하선,33.65,49.3,77.45,73.9,53.25,45.45,36.9,45.1,55.9,44.9,62.15,63.15,64.6,47.75,27.35,28.4,33.75,22.55,11.3,3.8
176,평일,3,324,금호,하선,36.5,48.4,80.3,76,54.55,46.25,37.2,45.25,55.55,44.45,59.45,63.5,62.75,46.15,26.65,27.35,31.75,21.4,10.6,3.5
177,평일,3,325,옥수,하선,40.8,53.3,88.75,85.2,61,52.3,39.45,48.8,58.85,45.85,61.85,65.8,63.45,47.55,26.75,27.4,31.75,21.7,11.1,4.3
178,평일,3,326,압구정,하선,28,49.75,79.9,70.5,51.7,47.55,37.55,44.8,57.2,48.75,64.75,67.8,65.6,54.95,31.85,30.55,35.6,22.95,11.15,4
179,평일,3,327,신사,하선,24.35,37.9,60.8,53.15,37.05,37.35,32.45,37.3,49.1,40.7,54,60.5,57,51.7,30.5,29.65,37,23.55,10.85,3.6
180,평일,3,328,잠원,하선,23.85,38.35,62.05,55.3,37.7,38,33.05,37.7,49.5,40.75,53.35,61.9,54.7,52.45,30.2,29.05,36.4,23.25,11.7,3.4
181,평일,3,329,고속터미널,하선,28.65,47.4,82.05,75.75,46.85,40.65,36.05,40.45,53.95,42.5,53.4,64.65,56.35,52.35,33.4,28.35,35.1,22.55,11.4,4.4
182,평일,3,330,교대,하선,31,42.25,73.15,62.3,33.35,29.55,27,32,41.95,35.6,45.45,56.7,48.5,47,27.35,25,33.05,20.4,11.7,3.7
183,평일,3,331,남부터미널,하선,24.6,35.65,58.5,45.65,25.75,24.15,23.15,27.2,35.5,30.3,38.15,51.3,48.05,43.15,26.35,23.65,31,19.15,10.35,3
184,평일,3,332,양재,하선,14.7,23.1,33.05,24.4,15.7,17.15,18.3,21.25,28.95,25.75,32.7,47.1,46.95,41.95,24.9,23.6,28.45,17.85,9.5,2.2
185,평일,3,333,매봉,하선,13.7,21.3,28.45,18.6,13.45,15.3,16.85,20.1,27.5,26,32.1,46.75,47.9,42.95,24.4,23.45,27,18.65,9.05,2.9
186,평일,3,334,도곡,하선,12.3,18.95,25.05,15.7,10.95,12.65,14.2,17.55,23.5,22.75,26.7,41.7,40,37.1,21.55,19.5,23.9,17.05,8.8,3.5
187,평일,3,335,대치,하선,11.5,16.15,23.6,13.9,9.8,11.3,12.65,15.2,20.1,19.75,23,36.2,36.5,33.4,19.65,17.85,25.6,16.35,7.5,2.8
188,평일,3,336,학여울,하선,11.7,16.1,23.9,13.35,8.9,11.1,12.1,14.25,19.15,18.6,23.3,35.85,35.55,33.85,20.1,17,25.2,16,7.25,2.7
189,평일,3,337,대청,하선,10.8,14.95,21.85,11.85,8.6,9.95,12.1,13.25,17.4,17.2,21.35,33.3,33.65,30.3,17.45,14.5,20.65,13.3,5.95,2.1
190,평일,3,338,일원,하선,9,10.9,17.5,11.85,7.15,8.05,10.7,11.2,14.7,15.6,20.3,32.9,30.45,30.25,15.15,13.75,17.85,11.9,5.85,1.7
191,평일,3,339,수서,하선,7.5,8.5,16.9,11.6,6.6,7.75,10.1,11,13.65,14.65,19.6,32.05,30.1,27.7,15.05,12.95,15.6,11.35,6.1,1.1
192,평일,3,340,가락시장,하선,2.6,5.1,11.45,9.3,5.55,5.95,7.25,6.85,8.5,9.65,15.45,20.35,17.45,24.85,12.05,10.05,13.85,9.55,5.85,2.3
193,평일,3,341,경찰병원,하선,1.95,3.85,8.2,5.75,3.65,4.65,5.45,5.2,6.45,8,12.15,17.1,15.5,19.4,9.2,8.1,10.8,7.15,4.05,1.4
194,평일,3,342,오금,하선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,평일,4,409,당고개,상선,2.9,1.85,4.25,2.4,1.85,1.6,2.9,3.85,2.9,4.4,6.05,7.75,11.35,7.9,4.5,3.85,4.6,4.3,4.65,1.5
196,평일,4,410,상계,상선,3.9,4.1,5.4,3.55,2.55,3.35,3.9,5.45,5.6,7.2,9,10.6,15.35,12.4,7.5,6.95,6.75,7.8,4.85,2.4
197,평일,4,411,노원,상선,5.9,6.45,8.05,5.25,3.9,5.5,6.4,8.7,9.2,12.05,14.9,17.7,27.3,22.85,14.05,12.4,11.7,13.65,7.45,4.4
198,평일,4,412,창동,상선,9.35,10.45,14.65,10.9,8.2,9.9,10.5,14.3,14.65,18.65,22.45,27,42.95,36.75,20.85,18.05,16.8,19.75,10.8,6
199,평일,4,413,쌍문,상선,11.75,14.05,18.7,14.6,11.8,14.65,15.45,19.8,21.55,27.05,31.2,41.2,63.1,57.45,31.35,27.8,26.35,30.7,14.95,7.5
200,평일,4,414,수유,상선,24.2,12.9,17.05,13.65,11.65,14.7,16.1,21.25,23.6,31.2,36.4,51.25,74.4,70.4,38.85,35.2,33.45,39.15,19.45,10.8
201,평일,4,415,미아,상선,22.55,12.15,15.75,14.15,12.3,15.2,17.35,22.75,25.95,34.85,41.85,62.05,81.4,83.7,45.95,40.6,41.1,46.85,23.75,11.9
202,평일,4,416,미아삼거리,상선,20.65,12.95,17.4,14.8,13.2,16.15,19.2,23,28.35,37.75,43.9,68.3,84.35,88.8,49.05,41.75,42.6,52.7,25.4,13.2
203,평일,4,417,길음,상선,20.1,12.7,17,14.1,13.9,16.35,20.7,24.5,29.95,40.2,46.5,76.25,92.85,98.35,52.25,46.15,46.5,57.65,27.45,14.4
204,평일,4,418,성신여대입구,상선,19.15,12.5,17.65,13.55,16.15,18.15,22.55,26.85,33,42.35,49.65,83.65,100.85,103.5,57.3,52.15,54.9,57.15,30.45,15.9
205,평일,4,419,한성대입구,상선,19.05,13.4,19.8,16.05,18.25,22.05,25.75,29.2,35.2,49,54.35,90.85,110.05,112.3,60.25,57.2,59.75,63.55,31.6,18.2
206,평일,4,420,혜화,상선,20.7,13.4,21.95,17.25,20.35,23.85,26.6,32.2,36.85,50.75,56.3,90.85,114.6,113.9,61.7,58.5,63.7,65.05,31.8,12
207,평일,4,421,동대문,상선,20.6,17.65,29.05,28.2,29.4,31.85,31.6,41.95,47.65,53.25,61.05,95.3,120.05,118.15,61.65,56.3,61.1,61.3,31.85,13
208,평일,4,422,동대문역사문화공원,상선,18.55,18.9,31.9,33.1,31.15,36.05,35.55,45.15,49.95,53.8,60.55,91.5,116.25,114.4,61.35,55.4,60.35,62.7,29.7,13.6
209,평일,4,423,충무로,상선,13.5,16.3,29.2,29.4,28.2,31.6,32.7,40.3,42.9,45.25,51.15,77.2,94.8,76.3,46.85,41.8,43.75,44.05,23.55,10.2
210,평일,4,424,명동,상선,13.6,18.25,34,36.65,33.3,33.9,33.9,40.7,41.4,42.6,47.2,71.05,79.5,61.25,37.65,33.25,35.6,36.6,19.85,10.3
211,평일,4,425,회현,상선,14.8,21.55,39.1,44.55,35.35,34.4,35.1,41.65,39.95,41.45,42.75,62.6,69.9,54.2,32.95,27.9,27.2,26.35,16.6,11
212,평일,4,426,서울역,상선,15,24.2,48.6,48.95,39.7,38.1,36.8,40.75,37.4,36.15,36.2,50.7,57.35,46.3,26.8,25.2,26.4,25,16.5,7.7
213,평일,4,427,숙대입구,상선,16.65,21.25,45.3,41.45,28.9,25.3,25.45,28.85,26.15,27,25.1,35.9,39.95,32.6,18.55,17.75,19.8,19.1,9.15,4.7
214,평일,4,428,삼각지,상선,16,22.3,48.55,41.6,30.5,25.85,24.9,28.15,26.15,24.5,23.45,34.45,36.75,31.8,17.55,16,18.2,17.65,8.8,5.2
215,평일,4,429,신용산,상선,17.1,24.15,52.35,43.4,33.6,27.4,26.05,30.6,27.3,25.95,24.3,37.15,41.45,36.6,19.6,17.25,19.4,18.25,9.4,5.9
216,평일,4,430,이촌,상선,17.65,28.05,57.05,48.95,35.35,27.25,26.2,30.25,26.65,24.7,23.8,35.1,35.7,32.85,16.9,14.4,17.25,14.65,8,5.9
217,평일,4,431,동작,상선,20.45,28.95,59.95,48.45,37.15,27.55,28.85,32.15,27.15,26.15,26.2,38.5,40.15,36,19.55,16.05,21.5,16.8,8.8,6.4
218,평일,4,432,총신대입구,상선,24.65,36.35,67.65,49.6,38.65,27.95,28.95,31.9,28.05,27.55,25.5,38.65,39.7,34.5,18.55,15.35,22.4,17.05,8.95,6.5
219,평일,4,433,사당,상선,25.75,36.3,68.45,56.65,36.75,31.45,30.8,30.9,29.05,30.55,27.75,38.7,41.4,37.25,18.6,15.7,22.35,18.4,7.4,8
220,평일,4,434,남태령,상선,34.65,65.8,119.85,101.3,77.6,55.5,50.3,51.75,43.15,40.5,38.45,56.9,71.35,59.25,27.45,20.6,23.55,16.35,8.8,0
221,평일,4,409,당고개,하선,5.85,11.45,22.5,15.2,8.8,9.1,6.6,7.8,5.55,5.75,6.25,6.25,6.95,5.05,2.45,2.45,2.3,1.9,1.8,0
222,평일,4,410,상계,하선,11.95,21.7,39.1,26.6,14.75,14.1,11.8,12.15,10.1,9.15,10.35,9.5,10.2,7.05,4.15,4.45,4.65,3.5,2.9,0
223,평일,4,411,노원,하선,15.4,28.3,53.4,35.55,19.9,19.9,17.7,17.95,15.85,15.5,16.55,15.2,16.05,11.9,8.15,9,10.95,8.3,6.55,0
224,평일,4,412,창동,하선,22.6,38.3,70.2,55.75,31.7,31.55,26.35,25.75,23.05,21.85,24.5,21,20.1,16.35,10.55,10.35,12.4,9.95,7.7,3.4
225,평일,4,413,쌍문,하선,30.4,47.15,85.7,74.4,39.2,36.95,31.5,30.55,25.05,23.3,24.9,23.5,20.9,16.65,10.4,10.35,11.7,9.8,6.85,2.8
226,평일,4,414,수유,하선,36.85,54.9,98,83.55,47.6,42.2,34.35,37.2,27.7,26.55,27.35,25.25,22.7,16.7,11.05,10.35,11.8,10.15,6.55,2.5
227,평일,4,415,미아,하선,39.35,57.15,102,87.2,51.05,43.6,36.45,39.8,29.2,28.5,29.8,27.7,24.4,17.45,11.45,10.35,12.75,10.25,7.3,2.3
228,평일,4,416,미아삼거리,하선,45.75,62.5,109.75,98.35,57.85,46.4,38.5,41.5,32.55,30.15,30.8,29.4,25.15,18.05,12.15,10.6,12.4,10.4,7.2,2.1
229,평일,4,417,길음,하선,49.5,70.1,117.9,108.65,62.35,50.1,41,44.85,33.55,33.95,32.25,32.1,26.95,19.25,12.8,10.85,12.35,10.6,7.25,1.9
230,평일,4,418,성신여대입구,하선,57.95,72.8,126.6,118.85,69.9,54.75,45.6,48.85,36.45,39.45,36.85,37.85,32.3,22.65,15.65,13.2,15.65,13.5,8.65,3.6
231,평일,4,419,한성대입구,하선,51.25,71.1,126,124.25,73.85,55.2,48.25,50.45,38.6,40.7,40,41.45,34.95,24.85,17.9,15,17.15,14.3,9.1,3.6
232,평일,4,420,혜화,하선,51,68.35,122,121.95,72.35,56.9,51.7,53.05,41.6,47.9,49.5,51.65,45.7,30.8,23.8,23.1,36.75,27.55,13.9,5
233,평일,4,421,동대문,하선,50.65,63.95,110.7,119.45,75.7,54.45,52.05,55,43.6,50.8,53.4,57.5,48.75,33.95,24.85,24.5,36.75,28.6,14.65,5.4
234,평일,4,422,동대문역사문화공원,하선,37.8,43.95,75.4,89.2,62.65,46.05,44.35,47.55,36.7,44.25,46.1,49.3,44.15,32.35,23.3,22.25,31.4,23.75,11.7,4.9
235,평일,4,423,충무로,하선,32.15,34.1,59.05,66.1,52.8,41.6,42.15,41.8,36.4,43.4,47.25,51.5,49.55,36.95,26.2,24.1,32.45,26.55,12.45,4.5
236,평일,4,424,명동,하선,30.45,29.9,52.4,53.45,44.3,36.7,38.75,37.4,33.35,40.3,46.55,51.55,50.85,37.45,24.85,26.45,35.8,29.9,12.55,3.6
237,평일,4,425,회현,하선,23.65,26.3,42.95,38.9,34.4,28.8,32.9,33.8,31.5,39.35,48.6,55.7,58.35,42.35,28.8,27.9,36.35,30.25,12.3,3.2
238,평일,4,426,서울역,하선,17.25,16.95,28.25,24.8,24.05,20.45,23.95,24.3,23,28.4,36,43.5,47.35,40,22.5,22.2,27.6,22.45,10.65,6.3
239,평일,4,427,숙대입구,하선,18.15,16.25,26.1,22.8,20.7,18.75,23.1,23.35,23.3,27.65,37,44.5,47.9,40.05,23.05,22.8,27.55,23.55,10.8,5.6
240,평일,4,428,삼각지,하선,21.6,18.55,31.1,27.55,22.9,18.8,23.75,24.1,24.35,27.95,38,46.6,49.8,43.35,24.5,25.05,29.95,26.25,11.55,6.2
241,평일,4,429,신용산,하선,21.35,16.85,26.6,20.2,17.85,17.15,22.05,22.6,23.6,26.65,37.6,47.3,52.65,45.35,25.85,27.05,32.1,27.6,11.8,5.8
242,평일,4,430,이촌,하선,25.4,19.55,32.3,24.7,20.55,19.05,23.2,24.1,25.2,28.3,38.9,49.6,52.1,51.75,27.05,27.85,33.5,29.35,14.1,8.8
243,평일,4,431,동작,하선,10.7,19.6,32,26.05,20.9,18.9,23.3,23.75,26.25,28.5,39.55,53.35,54.5,60,29.3,29.1,35.1,31.4,14.45,8.9
244,평일,4,432,총신대입구,하선,13,22.1,36.1,26.2,21,19.65,24,24.7,26.6,29.45,38.8,53.65,55.85,61.15,31.85,30.25,36.75,33.35,14.1,10.5
245,평일,4,433,사당,하선,19.25,18.85,35.05,18.65,14.4,13.6,15.3,19.45,22.55,21.5,30.75,46.4,49.35,53.85,27.3,31.8,33.75,27.7,9.5,0
246,평일,4,434,남태령,하선,23.15,37.5,61.8,33,23.8,28.6,30.65,35.05,37.85,48.6,55.55,85.6,98.6,106,58.65,53.25,54.85,44.45,28.8,0
247,평일,5,2511,방화,상선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,평일,5,2512,개화산,상선,2.4,1.3,3.45,1.8,1.35,1.65,2.15,2.4,2.5,3.2,3.75,4.65,6.6,4.95,3.55,3.7,3.7,3,1.85,1.3
249,평일,5,2513,김포공항,상선,4.15,2.6,7.1,3.4,2.25,2.95,3.85,4.2,4.4,5.55,6.45,8.3,12.25,9.2,6.75,6.85,6.85,5.15,3.2,2.3
250,평일,5,2514,송정,상선,20.5,12.75,18.75,8.15,6,8.85,11.2,11.25,11.5,12.8,15.65,20.9,31.25,18.15,13.15,13.3,12.1,8.3,4.45,2.1
251,평일,5,2515,마곡,상선,21.55,13.8,19.9,8.4,6.6,9.5,12.25,12.45,12.8,14.65,17.8,23.95,34.6,20.5,15,15.5,14.2,9.4,5.7,3.1
252,평일,5,2516,발산,상선,27.3,16.8,27.8,14.05,9.9,12.2,14.15,15.1,15.05,16.75,20.25,26.55,37.85,23.2,17.2,16.55,15.7,11.05,6.6,4.1
253,평일,5,2517,우장산,상선,31.35,23.05,46.55,28.95,15.45,16.85,17.85,19.4,19.45,19.55,23.4,30.75,41.95,27.95,19.6,17.35,17,11.9,7.7,5.4
254,평일,5,2518,화곡,상선,29.75,23.35,48.8,27.35,16.3,17.25,18.65,21.1,21.65,21.75,27.1,35.9,50.7,36.2,25.8,22.7,23.2,16.85,10.85,7.7
255,평일,5,2519,까치산,상선,23.6,22.35,46.6,27.25,16.4,17.7,19.95,23.05,24.45,26.35,34.15,47.5,70.35,53.75,40.1,35.35,34.45,26.2,17,9.2
256,평일,5,2520,신정,상선,16.05,16.65,32.8,18.25,12.75,14.8,17.95,20.95,23.55,27.75,36.8,51.55,78.45,59.4,46.05,41.9,41.25,31.95,20.65,12.9
257,평일,5,2521,목동,상선,14.4,15.35,30.45,16.65,12.55,14.75,18.5,21.65,24.9,29.3,39.9,55.95,85.25,65.7,51.7,46.65,46.25,34.2,23.35,14.5
258,평일,5,2522,오목교,상선,13.5,15.45,30.75,17.8,13.9,16.05,20.55,24.2,28.45,34.2,45.25,65.6,99.35,77.75,60.2,53.85,51.65,40.45,27.45,16.9
259,평일,5,2523,양평,상선,13.15,18.15,36.05,20.75,18,19.55,24.25,28.5,33.2,38.95,51.05,73.35,109.55,85.45,64.6,58.1,54.3,44.35,30.55,18.3
260,평일,5,2524,영등포구청,상선,13.6,18.55,38.4,23.15,18.7,20.65,24.8,29.45,33.7,40.1,52.1,76.35,109.65,87.8,67.65,59.85,56.15,46.4,32.25,19.5
261,평일,5,2525,영등포시장,상선,9.35,13.05,27.9,15.3,14.15,15.95,19.5,23.1,25.7,32.05,42.4,61.1,86.25,69.85,52.2,46.8,42.9,33.7,22.55,13.7
262,평일,5,2526,신길,상선,9.4,13.9,30.25,17.65,15.25,17.05,20.65,24.05,26.3,32.4,42.3,61.7,86.65,71.5,54.05,48.15,44.85,33.25,24.05,14.7
263,평일,5,2527,여의도,상선,8.95,15.95,31.65,17.25,15.4,18.05,21.5,25.8,27.7,34.9,46,70.95,103.85,76.7,60.25,55.25,50.9,36.05,23.45,0
264,평일,5,2528,여의나루,상선,13.25,31.1,68.3,32.2,21.7,21.5,23.55,27.9,28.15,32.5,43.1,62.15,86.2,62.7,46.6,45,41.65,31.1,18.7,3.3
265,평일,5,2529,마포,상선,13.7,35.6,80.25,35.75,24.65,24.65,25.8,30.3,30.1,34.5,43.7,63.65,87.9,56.65,45.3,43.65,40.45,29.55,18.9,3.7
266,평일,5,2530,공덕,상선,14.3,37.25,80.5,36.95,26.15,25.55,26.1,30.15,30.05,34.7,43.75,62.45,85,56.45,45.15,41.8,39.75,28.65,19.55,5
267,평일,5,2531,애오개,상선,13.85,31.4,62.75,30.8,23.95,24,24.75,27.85,29.45,34.25,42.75,63.75,86.15,57.55,45.4,41.9,38.3,27.3,16.7,5
268,평일,5,2532,충정로,상선,15.65,30.15,60.15,29.35,23.85,23.9,24.3,27.7,28.8,33.85,43.2,63.3,87.85,57.65,44.85,42.7,38.95,27.95,17.4,3.5
269,평일,5,2533,서대문,상선,15.2,31.7,60.05,29.5,24.1,22.75,23.25,26.75,27.75,33,41.1,62,82.2,53.15,42.75,41.45,37.85,27.35,16.95,3.4
270,평일,5,2534,광화문,상선,15.7,38.3,72.15,35.65,27.65,23.7,23.45,27.75,28.2,31.4,37.25,54.2,66.25,47.25,38.8,37.95,34.25,24.35,16.75,3.9
271,평일,5,2535,종로3가,상선,19.25,45.4,92.05,55.75,36.8,28.75,26.6,29.2,28.6,28.8,32.85,45.8,45.85,36.95,27.9,24.75,23.95,19.45,13.55,3.8
272,평일,5,2536,을지로4가,상선,19.05,47.85,85,54.3,38.7,30.9,27.45,27.45,26.3,24.6,28.25,39,35.7,31.6,22.25,18.4,17.9,14.85,10.45,3.7
273,평일,5,2537,동대문역사문화공원,상선,19.55,47.2,84.95,55.3,36.2,29.2,25.75,25.35,23.7,22.25,24.8,34.1,29.3,26.9,19.1,15.5,15.25,12.9,8.3,2.4
274,평일,5,2538,청구,상선,21.15,49.55,85.25,59.95,42.35,35,30,28.8,26.25,23.4,26,34.85,28.35,28.75,20.35,15.4,15.35,12.6,8,2.8
275,평일,5,2539,신금호,상선,23.4,52,87.7,64.85,46.35,38.45,32.25,33.5,28.6,25.95,28.65,38.9,30.95,32.75,22.35,17.35,17.65,15,9.55,3
276,평일,5,2540,행당,상선,22.55,50.25,86.05,62.15,44.3,37.6,31.65,33.45,28.9,26.1,29.65,39.25,31.75,33.9,23.2,18.2,17.9,15.9,10.35,3.4
277,평일,5,2541,왕십리,상선,21.2,50.35,81.95,59.5,42.85,36.3,31.1,32.85,29,26.65,30.45,40.95,33,35.75,24.55,19.15,18.85,17.1,9.8,2
278,평일,5,2542,마장,상선,31.6,63.85,109.65,84.3,57.05,46.8,39.3,41.9,35.15,31.25,35.7,47.75,38.6,38.2,25.6,20,19.4,17.5,10.25,2.4
279,평일,5,2543,답십리,상선,31.8,64.45,109.45,80.85,55.5,46.35,39.55,39.85,33.95,30.55,34.65,46.65,37.25,37.7,24.85,19.75,19.25,17.5,8.85,2.7
280,평일,5,2544,장한평,상선,29.35,61.8,100.4,75.35,52.6,44.2,37.75,38.75,33.2,30.05,33.7,45.95,36.6,39.05,25.45,20.2,20.4,18.05,9.75,3.6
281,평일,5,2545,군자,상선,27.45,59.1,95.4,72.55,50.9,42.7,36.9,37.5,32,29.3,33.6,44.55,35.65,40.35,26.45,21,21.8,19.45,11.15,4.8
282,평일,5,2546,아차산,상선,34.5,69.05,103,84.2,61.7,50.95,44.45,44.9,38,36.55,43.3,57.4,48.15,56.35,34.95,27.95,29.2,25,12.7,6
283,평일,5,2547,광나루,상선,31.25,64.85,98.3,80.4,55.95,49.05,41.55,42.5,35.9,34.95,43.5,55.25,47.4,57,35.25,28.1,29.3,24.8,12.7,3.9
284,평일,5,2548,천호,상선,30.7,65.25,95.3,77.35,52.3,49.15,40.95,41.15,34.7,32.5,41.65,53.15,47.45,53.85,33.6,27.45,26.35,24.45,11.2,4.2
285,평일,5,2549,강동,상선,29,53.45,80.35,77.1,53,48.65,41.95,37,35.45,31.3,40.5,45.65,40.1,42.9,24.9,21.9,21.75,20.6,9.85,1.8
286,평일,5,2550,길동,상선,42,71.05,96.2,110.65,74.35,61.35,55.6,52.55,45.55,43.2,50.9,60,42.55,49.4,29.7,25.35,27.1,21.1,9.7,1.8
287,평일,5,2551,굽은다리,상선,38.5,68.3,91.25,104.95,69.95,58.35,52.3,48.65,42.2,40.6,47.95,53.55,38.15,46.5,27.7,22.8,25.6,20.1,8.15,2.5
288,평일,5,2552,명일,상선,33.3,58.9,85.55,91.05,62.4,53.15,47.9,43.05,36.55,37.2,44.45,49.75,34.6,43.9,25.5,20.65,26.05,19.2,7.85,2.8
289,평일,5,2553,고덕,상선,29.35,52.9,77.45,83.6,57.3,48.5,43.45,39.7,34.05,35.7,43.7,45.7,32.7,43.05,23.9,19.55,23.65,16.4,7.7,3
290,평일,5,2554,상일동,상선,28.8,48.05,71.45,77.15,50.1,40.95,35.25,34.55,29.4,28.4,33.2,37.25,25.55,37.9,20.05,16.3,17.65,13.65,7.2,2.9
291,평일,5,2562,강일,상선,35.8,54.35,67.75,57.45,35.5,28.65,26.2,26.55,23.05,21.45,26.1,29.55,35.4,27.05,15.5,14.4,16,12.8,5.65,0
292,평일,5,2563,미사,상선,30.4,44.5,55.3,46.25,28.5,23.3,21.5,22.95,19.7,18.35,23,26,31.9,23.7,14.55,13.9,15.85,12.45,5.6,0
293,평일,5,2564,하남풍산,상선,19.45,25.15,26.55,23.75,17.3,14.05,13.95,14.55,13.7,12.6,17.55,19.25,23.95,16.6,9.2,7.55,8.4,5.4,1.95,0
294,평일,5,2565,하남시청,상선,16.7,21.15,22.8,20.15,14.8,12,12.1,12.4,11.65,10.7,13.45,15.65,14.15,12.4,7.45,5.95,6.75,4.4,1.7,0
295,평일,5,2566,하남검단산,상선,7.35,8.9,10.4,8.8,6.35,5.1,5.2,5.55,5.35,5.05,6.85,7.25,6.15,5.85,3.8,3.15,3.8,2.3,0.95,0
